age,age_group,gender,job_type,daily_social_media_time,work_hours_per_day,stress_level,sleep_hours,screen_time_before_sleep,coffee_consumption_per_day,weekly_offline_hours
43,Adult,Female,Finance,3.98,7.86,6.0,6.56,1.29,1,0.0
59,Senior,Female,Education,1.57,7.35,7.0,8.1,1.06,2,19.63
54,Senior,Female,Finance,4.36,7.62,6.0,6.08,0.55,0,4.56
59,Senior,Female,Health,1.28,5.82,4.0,5.62,0.0,4,12.19
28,Young Adult,Female,Student,1.36,7.89,1.0,4.97,0.86,3,13.84
47,Adult,Female,Health,0.91,7.75,6.0,6.53,0.95,1,6.68
29,Young Adult,Female,Unemployed,4.09,8.2,3.0,5.37,1.66,4,7.82
28,Young Adult,Female,Unemployed,2.33,3.35,4.0,5.14,0.75,1,5.22
32,Young Adult,Female,Health,2.58,8.1,5.0,8.64,0.52,2,17.95
33,Young Adult,Female,Unemployed,6.11,8.93,8.0,6.0,0.94,4,0.0
34,Young Adult,Female,Health,7.71,3.95,7.0,7.15,1.01,3,9.31
29,Young Adult,Female,IT,0.78,7.79,4.0,5.27,1.9,2,2.33
40,Adult,Female,Unemployed,5.32,6.23,5.0,6.78,0.38,4,6.86
35,Young Adult,Female,IT,0.06,6.41,5.0,7.55,1.19,0,7.39
55,Senior,Female,Finance,7.77,8.83,1.0,6.27,1.06,2,24.51
64,Senior,Female,Unemployed,0.96,8.83,10.0,6.04,0.76,3,22.34
62,Senior,Female,Education,3.76,6.12,2.0,7.41,0.6,0,11.66
49,Adult,Female,IT,2.2,5.12,10.0,6.9,0.64,2,4.35
45,Adult,Female,Student,4.61,9.29,3.0,5.49,0.78,3,6.57
38,Adult,Female,Student,1.96,8.04,10.0,8.69,0.08,1,2.54
44,Adult,Female,Education,3.56,8.57,5.0,8.15,1.4,2,1.27
21,Young Adult,Female,Student,4.86,7.2,6.0,6.26,0.64,0,5.18
37,Adult,Female,Unemployed,4.89,7.95,4.0,6.83,0.0,2,22.43
54,Senior,Female,Health,3.72,8.61,7.0,4.82,0.88,2,19.18
37,Adult,Female,Education,1.21,6.65,2.0,3.47,0.04,1,12.41
29,Young Adult,Female,Education,4.42,6.34,3.0,8.58,0.0,3,3.0
50,Adult,Female,Unemployed,4.77,8.14,9.0,7.29,0.0,3,7.02
49,Adult,Female,Student,2.12,7.21,8.0,5.41,0.0,0,8.98
63,Senior,Female,Unemployed,0.44,7.48,1.0,6.87,0.38,3,15.29
23,Young Adult,Female,Finance,2.91,6.83,6.0,4.63,0.4,1,18.37
42,Adult,Female,Finance,2.85,6.05,2.0,9.11,1.44,0,8.75
63,Senior,Female,Student,2.89,4.02,7.0,5.31,1.03,4,12.99
24,Young Adult,Female,Finance,5.2,7.6,6.0,6.92,1.09,3,7.32
57,Senior,Female,Student,3.66,6.62,5.0,9.12,0.0,2,9.97
30,Young Adult,Female,IT,4.84,8.16,8.0,7.9,0.58,1,4.88
44,Adult,Female,Education,0.0,6.31,3.0,4.98,0.04,1,20.46
37,Adult,Female,Education,0.0,5.4,1.0,5.71,0.9,1,9.11
44,Adult,Female,IT,3.27,8.5,2.0,5.75,0.9,1,0.0
62,Senior,Female,Finance,0.66,10.52,5.0,7.32,0.22,4,2.26
32,Young Adult,Female,Finance,2.8,2.33,7.0,6.13,1.12,2,6.25
30,Young Adult,Female,IT,3.07,3.26,8.0,8.3,0.86,1,8.06
38,Adult,Female,Student,3.58,7.34,9.0,6.11,0.56,1,8.95
28,Young Adult,Female,Student,3.74,9.36,6.0,5.46,0.52,2,14.77
47,Adult,Female,Student,1.98,7.08,1.0,3.97,1.73,1,5.95
48,Adult,Female,Unemployed,1.07,8.91,4.0,6.88,0.81,0,1.15
49,Adult,Female,Unemployed,0.44,4.8,5.0,5.05,1.58,0,0.07
52,Senior,Female,Health,3.17,6.49,4.0,7.27,0.94,3,2.71
33,Young Adult,Female,Unemployed,4.83,4.23,3.0,5.17,0.49,1,8.97
22,Young Adult,Female,Unemployed,2.56,5.8,6.0,4.8,0.59,1,16.37
27,Young Adult,Female,Health,1.15,6.8,9.0,8.09,0.0,1,13.09
36,Adult,Female,Finance,13.47,8.76,7.0,7.55,0.21,2,8.82
46,Adult,Female,Finance,3.35,5.54,10.0,4.47,0.92,1,18.77
60,Senior,Female,Unemployed,3.38,4.43,10.0,5.38,0.95,3,8.35
37,Adult,Female,IT,6.83,7.13,2.0,4.38,1.25,4,13.14
65,Senior,Female,Health,2.78,7.59,2.0,10.0,1.69,0,21.74
40,Adult,Female,Health,2.74,6.89,7.0,7.6,2.08,3,13.77
41,Adult,Female,IT,3.27,11.12,6.0,3.0,0.15,4,16.13
51,Senior,Female,Unemployed,0.63,9.84,3.0,7.58,0.27,2,5.24
22,Young Adult,Female,Health,2.55,12.0,1.0,4.74,1.23,2,8.09
22,Young Adult,Female,Unemployed,2.76,5.74,3.0,4.47,1.12,2,8.45
29,Young Adult,Female,Unemployed,4.6,9.38,4.0,5.51,2.86,1,2.45
37,Adult,Female,IT,6.99,7.31,1.0,6.61,1.16,0,14.6
42,Adult,Female,IT,4.67,7.38,9.0,4.72,0.0,4,2.59
49,Adult,Female,Health,1.91,6.03,6.0,8.48,1.14,1,15.88
44,Adult,Female,Health,4.44,10.79,6.0,4.73,2.22,2,12.38
35,Young Adult,Female,Unemployed,0.0,2.21,6.0,6.29,0.77,3,16.86
40,Adult,Female,Health,9.37,7.93,4.0,5.53,0.87,0,4.62
28,Young Adult,Female,Education,4.19,9.27,9.0,7.31,1.78,0,20.67
38,Adult,Female,IT,3.97,10.22,9.0,6.82,1.51,5,12.14
61,Senior,Female,Unemployed,7.11,7.1,2.0,5.64,0.93,3,12.74
27,Young Adult,Female,IT,8.52,4.63,2.0,4.77,1.54,3,0.0
21,Young Adult,Female,Unemployed,4.3,8.29,10.0,7.11,1.34,0,16.51
29,Young Adult,Female,Finance,0.11,7.12,3.0,8.42,0.49,6,15.01
39,Adult,Female,Finance,2.37,8.75,5.0,4.99,1.33,2,26.54
39,Adult,Female,IT,3.7,6.91,10.0,4.34,1.08,1,11.64
63,Senior,Female,Unemployed,8.37,6.14,3.0,5.5,2.13,0,12.16
65,Senior,Female,Education,0.34,8.49,4.0,6.93,2.06,2,10.84
50,Adult,Female,IT,3.22,3.83,3.0,3.57,1.93,4,0.0
60,Senior,Female,Student,0.33,7.03,1.0,3.64,1.67,2,5.17
32,Young Adult,Female,IT,5.64,7.61,7.0,5.42,0.68,3,24.93
29,Young Adult,Female,Student,3.47,6.72,4.0,10.0,1.58,1,7.58
43,Adult,Female,IT,3.96,6.21,4.0,6.69,1.22,2,4.85
30,Young Adult,Female,Education,3.48,4.01,5.0,3.53,2.3,1,12.41
54,Senior,Female,Education,0.14,4.42,1.0,7.62,1.85,2,9.41
57,Senior,Female,Education,4.46,9.7,9.0,6.14,1.52,1,0.0
60,Senior,Female,Student,1.7,6.84,1.0,7.31,0.87,2,18.01
57,Senior,Female,Student,0.75,7.04,2.0,7.09,0.95,4,2.23
47,Adult,Female,Finance,1.06,6.53,8.0,3.0,1.35,4,7.02
34,Young Adult,Female,Student,5.14,9.73,2.0,6.78,0.09,1,7.07
33,Young Adult,Female,IT,0.34,3.98,10.0,5.02,1.0,0,18.98
63,Senior,Female,Education,3.38,9.06,1.0,8.27,1.89,7,0.37
62,Senior,Female,Finance,0.0,8.07,8.0,6.53,0.88,5,12.66
37,Adult,Female,Education,7.35,6.98,3.0,7.75,2.76,3,17.77
59,Senior,Female,Health,0.0,6.2,5.0,9.4,0.0,2,15.94
64,Senior,Female,IT,5.76,9.79,8.0,7.31,1.08,2,14.63
63,Senior,Female,Education,2.5,6.27,2.0,4.69,1.99,2,15.88
37,Adult,Female,Health,2.0,7.66,1.0,8.7,1.19,1,2.63
36,Adult,Female,IT,1.41,1.56,9.0,6.03,0.5,3,3.87
24,Young Adult,Female,Finance,1.83,7.69,6.0,6.01,1.04,0,0.0
61,Senior,Female,IT,2.47,5.93,10.0,6.66,0.12,4,3.72
37,Adult,Female,Finance,3.84,6.3,4.0,5.35,1.22,2,6.64
55,Senior,Female,Unemployed,5.28,4.75,5.0,8.16,0.1,5,15.96
32,Young Adult,Female,Health,6.46,7.28,7.0,5.43,0.16,1,3.35
37,Adult,Female,Health,3.77,5.76,4.0,8.01,0.52,1,0.0
25,Young Adult,Female,Finance,2.15,8.84,4.0,5.73,0.66,3,1.52
57,Senior,Female,IT,4.06,4.6,3.0,6.83,1.55,4,0.94
61,Senior,Female,Health,3.02,4.97,7.0,5.55,0.89,3,25.86
40,Adult,Female,IT,2.67,3.9,5.0,7.54,0.68,0,1.83
63,Senior,Female,Education,0.64,9.29,8.0,8.64,1.51,2,10.27
53,Senior,Female,Education,6.16,8.52,6.0,6.47,0.62,3,16.9
53,Senior,Female,IT,2.16,4.99,7.0,9.12,0.94,1,20.8
39,Adult,Female,Student,4.85,8.43,8.0,4.36,1.37,3,31.03
48,Adult,Female,Education,1.45,5.51,5.0,5.22,1.29,2,0.59
35,Young Adult,Female,Education,3.42,8.46,4.0,7.24,0.53,3,6.54
55,Senior,Female,Education,4.17,9.0,9.0,6.97,0.59,1,23.73
28,Young Adult,Female,Finance,2.68,4.42,1.0,5.71,0.5,4,6.71
45,Adult,Female,Health,1.0,10.23,1.0,6.14,0.25,2,11.6
49,Adult,Female,IT,5.03,7.45,9.0,4.81,1.75,3,12.91
27,Young Adult,Female,Education,6.19,6.79,5.0,10.0,0.82,4,5.12
52,Senior,Female,Finance,6.39,4.99,2.0,5.19,0.0,2,13.76
48,Adult,Female,Unemployed,7.08,9.63,2.0,4.0,1.83,0,14.88
30,Young Adult,Female,Health,4.75,4.7,7.0,4.26,2.1,1,3.37
42,Adult,Female,IT,1.46,5.8,7.0,6.25,0.89,1,14.31
34,Young Adult,Female,Unemployed,1.9,4.72,2.0,6.52,1.94,1,0.0
32,Young Adult,Female,Unemployed,5.89,7.54,1.0,7.86,1.53,1,20.14
32,Young Adult,Female,IT,5.62,2.68,10.0,8.57,0.85,1,12.01
34,Young Adult,Female,Education,2.66,8.27,7.0,4.42,0.72,5,13.4
49,Adult,Female,Unemployed,5.69,7.03,7.0,4.79,1.62,0,0.0
57,Senior,Female,Unemployed,1.88,8.36,5.0,4.73,0.29,2,0.0
33,Young Adult,Female,Finance,0.0,6.58,2.0,6.52,2.15,3,13.84
26,Young Adult,Female,Health,3.42,5.89,4.0,4.86,1.08,2,5.74
61,Senior,Female,Student,5.67,6.02,5.0,5.62,0.19,0,10.15
55,Senior,Female,Student,1.81,7.17,7.0,6.3,1.69,1,0.0
36,Adult,Female,Unemployed,1.1,6.52,6.0,6.91,1.0,1,7.44
33,Young Adult,Female,Student,3.2,7.48,4.0,3.96,1.63,2,12.6
57,Senior,Female,IT,0.0,6.24,1.0,8.87,0.02,1,17.22
30,Young Adult,Female,IT,1.62,2.78,7.0,5.53,1.82,3,0.0
30,Young Adult,Female,Education,0.0,5.18,2.0,4.92,2.21,2,15.0
48,Adult,Female,Student,0.0,7.94,9.0,5.72,1.71,0,4.9
56,Senior,Female,Student,1.95,11.03,4.0,9.68,1.25,1,0.0
42,Adult,Female,Finance,1.7,3.75,7.0,5.0,2.07,2,9.25
30,Young Adult,Female,IT,0.0,4.34,9.0,7.16,1.07,4,8.38
55,Senior,Female,Finance,4.93,8.17,3.0,5.1,0.31,2,9.99
45,Adult,Female,Finance,4.72,5.09,10.0,8.24,0.35,0,0.0
45,Adult,Female,Finance,0.6,4.42,1.0,6.38,1.56,0,17.87
33,Young Adult,Female,Education,1.94,5.34,2.0,5.07,0.0,2,19.29
39,Adult,Female,IT,0.0,4.99,5.0,6.78,0.9,3,0.0
49,Adult,Female,Health,4.72,11.34,4.0,5.7,1.07,3,7.01
55,Senior,Female,Finance,2.6,10.4,4.0,6.31,1.06,0,11.49
25,Young Adult,Female,Education,1.44,7.58,7.0,8.22,0.92,3,20.81
46,Adult,Female,IT,1.72,8.18,8.0,9.87,0.61,1,0.0
48,Adult,Female,Finance,3.27,4.32,5.0,7.28,2.93,4,4.4
38,Adult,Female,Education,1.68,6.36,5.0,7.33,0.98,2,16.31
37,Adult,Female,Student,2.52,8.73,7.0,3.58,1.18,1,13.73
56,Senior,Female,IT,3.29,5.03,10.0,5.25,1.06,0,21.09
37,Adult,Female,IT,1.45,5.53,7.0,6.85,1.11,1,2.48
30,Young Adult,Female,Health,1.63,5.81,7.0,6.55,0.98,1,8.67
50,Adult,Female,IT,4.28,9.49,9.0,7.11,0.0,3,0.0
41,Adult,Female,Education,2.96,6.6,1.0,6.56,1.19,0,16.81
44,Adult,Female,Unemployed,3.2,6.18,3.0,7.32,0.0,4,17.71
62,Senior,Female,IT,7.23,5.44,5.0,8.34,1.19,2,25.27
30,Young Adult,Female,IT,3.01,5.33,10.0,7.15,0.17,0,5.33
54,Senior,Female,Health,2.62,7.16,10.0,8.28,1.0,2,13.46
42,Adult,Female,Education,1.97,7.1,7.0,9.16,1.84,0,15.99
33,Young Adult,Female,Health,4.91,6.57,1.0,3.36,0.52,2,0.9
35,Young Adult,Female,Student,2.67,6.82,1.0,5.65,0.88,1,0.0
34,Young Adult,Female,Student,0.82,5.6,2.0,9.02,0.7,2,4.37
46,Adult,Female,Finance,2.61,7.36,3.0,6.8,1.42,2,10.94
60,Senior,Female,Finance,2.91,7.26,1.0,7.68,0.38,2,6.97
36,Adult,Female,Unemployed,1.68,4.76,1.0,7.49,1.79,0,11.74
50,Adult,Female,Finance,3.96,6.4,10.0,5.93,0.03,0,26.48
52,Senior,Female,Student,1.4,10.97,10.0,5.38,1.44,6,9.11
49,Adult,Female,Health,0.28,5.3,10.0,7.07,0.37,6,15.93
25,Young Adult,Female,Health,3.97,5.59,5.0,7.03,1.46,4,16.14
60,Senior,Female,Finance,1.39,6.17,6.0,9.33,1.25,2,7.93
57,Senior,Female,Health,2.62,7.32,5.0,7.09,0.0,2,7.92
48,Adult,Female,IT,3.56,6.86,3.0,6.24,1.84,1,17.84
34,Young Adult,Female,Finance,3.07,5.52,2.0,7.28,0.3,2,8.35
46,Adult,Female,Finance,5.45,6.94,8.0,6.64,1.02,2,13.49
23,Young Adult,Female,Finance,3.17,5.9,9.0,8.35,0.47,2,13.6
55,Senior,Female,Unemployed,4.43,3.73,3.0,5.9,0.24,4,14.08
62,Senior,Female,Education,1.1,8.99,4.0,6.03,1.44,2,9.5
58,Senior,Female,Education,2.38,9.29,9.0,6.31,0.42,2,7.4
52,Senior,Female,Unemployed,3.68,5.67,7.0,9.79,2.03,4,8.28
38,Adult,Female,Unemployed,0.99,2.87,5.0,5.35,2.05,0,11.2
57,Senior,Female,Student,2.2,4.3,3.0,3.94,1.7,3,12.35
36,Adult,Female,Student,6.48,8.01,7.0,4.69,1.47,2,7.21
45,Adult,Female,Unemployed,0.62,9.5,7.0,9.61,0.2,2,22.22
21,Young Adult,Female,Unemployed,4.15,8.41,7.0,7.55,1.05,1,11.66
60,Senior,Female,Student,6.33,5.96,2.0,7.41,0.0,4,11.28
49,Adult,Female,Health,3.99,8.59,1.0,4.68,0.79,3,0.0
63,Senior,Female,Finance,3.48,5.74,7.0,7.18,1.91,3,11.38
36,Adult,Female,IT,5.62,8.26,8.0,4.2,0.31,2,2.97
57,Senior,Female,Health,4.91,4.76,8.0,8.76,2.93,1,0.0
25,Young Adult,Female,Student,0.5,5.72,5.0,6.64,1.39,4,4.44
41,Adult,Female,Finance,2.65,5.78,5.0,4.59,1.49,3,0.0
55,Senior,Female,Finance,4.07,6.62,10.0,5.69,1.68,3,0.0
26,Young Adult,Female,Student,4.77,6.09,9.0,7.53,0.55,1,17.25
64,Senior,Female,IT,0.94,7.2,10.0,7.71,1.19,3,6.71
41,Adult,Female,IT,3.33,7.28,8.0,4.98,2.01,1,12.06
42,Adult,Female,IT,0.0,6.54,8.0,5.94,0.0,2,0.5
59,Senior,Female,Finance,1.68,9.81,3.0,8.63,0.29,2,3.91
37,Adult,Female,Unemployed,0.0,5.33,2.0,10.0,1.44,1,20.27
57,Senior,Female,Health,3.76,9.08,1.0,3.74,0.98,1,18.81
27,Young Adult,Female,Education,2.71,10.73,9.0,7.23,1.71,1,8.68
36,Adult,Female,Student,0.71,5.43,8.0,3.59,0.97,2,31.65
22,Young Adult,Female,Finance,2.44,8.12,6.0,4.26,0.0,2,20.03
44,Adult,Female,Student,1.25,5.43,4.0,5.26,1.66,2,14.82
33,Young Adult,Female,Unemployed,4.1,5.12,2.0,8.26,0.82,0,25.18
58,Senior,Female,Health,2.19,7.97,3.0,6.33,0.19,1,18.45
43,Adult,Female,Student,2.7,10.64,7.0,8.54,1.3,6,23.97
40,Adult,Female,Education,1.42,4.8,9.0,5.76,1.72,3,17.87
48,Adult,Female,Student,4.93,9.98,8.0,6.99,1.55,3,14.11
40,Adult,Female,Education,2.28,11.97,6.0,6.28,1.04,2,1.27
39,Adult,Female,Health,0.8,8.47,10.0,8.31,0.82,2,9.08
38,Adult,Female,Student,2.87,7.75,8.0,7.53,2.1,4,20.96
50,Adult,Female,Finance,1.57,4.37,5.0,6.44,1.1,1,0.0
38,Adult,Female,Finance,5.41,9.97,6.0,5.46,0.72,1,2.0
23,Young Adult,Female,Health,1.74,5.24,5.0,6.24,1.38,4,21.89
65,Senior,Female,Education,3.65,9.78,1.0,6.04,0.56,3,8.81
61,Senior,Female,Student,4.41,4.6,5.0,5.5,0.94,2,11.66
38,Adult,Female,Finance,1.86,8.02,3.0,9.04,0.0,1,15.13
45,Adult,Female,Health,4.49,7.15,1.0,5.98,0.46,0,11.14
52,Senior,Female,Finance,17.73,9.63,3.0,8.13,0.34,6,3.9
39,Adult,Female,Unemployed,5.58,5.43,5.0,5.4,0.84,0,14.11
57,Senior,Female,IT,5.59,7.75,1.0,4.97,1.62,1,10.97
57,Senior,Female,Health,3.22,5.34,8.0,10.0,0.4,2,12.79
28,Young Adult,Female,Health,2.17,3.92,9.0,7.23,0.78,1,10.84
22,Young Adult,Female,Unemployed,6.35,5.22,10.0,7.66,0.69,1,4.67
54,Senior,Female,Education,3.06,9.12,7.0,5.16,1.29,1,9.12
62,Senior,Female,Unemployed,1.24,6.06,4.0,5.46,0.0,4,6.45
55,Senior,Female,Student,3.69,5.47,3.0,5.4,1.19,2,8.93
26,Young Adult,Female,Student,4.17,5.01,9.0,3.6,2.07,0,15.27
56,Senior,Female,Student,5.86,5.23,1.0,6.9,0.86,6,8.03
43,Adult,Female,Finance,0.0,4.9,6.0,10.0,1.05,1,16.07
56,Senior,Female,IT,0.0,7.85,7.0,6.83,0.62,3,25.87
38,Adult,Female,Education,4.87,4.83,5.0,8.08,0.0,1,15.62
64,Senior,Female,Finance,5.46,5.61,10.0,5.85,0.99,3,8.26
48,Adult,Female,IT,3.31,3.76,5.0,8.17,0.0,0,7.5
57,Senior,Female,IT,1.7,8.17,7.0,8.24,1.67,2,9.62
54,Senior,Female,Education,1.9,8.51,2.0,6.68,2.14,2,6.29
38,Adult,Female,Finance,2.68,5.53,7.0,7.62,1.98,1,22.61
32,Young Adult,Female,IT,4.19,5.29,2.0,7.17,1.49,2,10.19
34,Young Adult,Female,Unemployed,0.84,7.32,2.0,7.89,1.21,0,3.66
52,Senior,Female,Student,0.0,7.84,8.0,8.41,1.67,1,4.19
62,Senior,Female,Student,1.39,7.16,7.0,8.52,0.78,1,0.0
25,Young Adult,Female,Student,4.58,4.66,8.0,7.04,1.13,2,11.2
34,Young Adult,Female,Education,2.78,6.59,2.0,7.3,1.91,1,21.18
34,Young Adult,Female,IT,0.35,5.17,9.0,5.5,0.92,1,17.56
43,Adult,Female,Health,1.47,5.38,4.0,7.72,1.5,4,11.04
34,Young Adult,Female,Finance,4.31,7.54,3.0,7.24,1.09,0,4.69
62,Senior,Female,Student,5.26,10.81,5.0,5.52,0.7,1,6.57
63,Senior,Female,Student,0.69,8.07,9.0,9.17,0.56,0,24.06
32,Young Adult,Female,Finance,1.12,5.86,1.0,4.2,0.68,2,17.41
44,Adult,Female,Finance,3.35,10.06,1.0,3.29,1.44,1,0.0
48,Adult,Female,Education,3.96,8.58,4.0,5.98,0.5,1,14.22
52,Senior,Female,Finance,2.37,5.47,8.0,5.71,1.22,4,19.1
23,Young Adult,Female,Student,3.35,5.29,10.0,3.81,1.57,2,10.64
22,Young Adult,Female,Finance,2.91,6.37,3.0,8.33,1.11,3,4.02
42,Adult,Female,Finance,5.08,9.01,7.0,6.06,1.06,2,11.62
23,Young Adult,Female,IT,2.53,9.97,3.0,6.97,0.77,1,14.0
31,Young Adult,Female,Unemployed,4.02,7.66,1.0,8.74,0.36,3,9.29
24,Young Adult,Female,IT,3.42,5.99,6.0,4.86,0.0,2,13.05
36,Adult,Female,Student,3.56,8.06,7.0,5.8,1.31,2,8.46
60,Senior,Female,Health,2.75,3.81,7.0,5.45,1.05,1,10.54
61,Senior,Female,Student,1.4,8.67,4.0,4.58,2.03,2,12.4
52,Senior,Female,Health,0.0,4.78,4.0,5.78,1.38,2,6.72
52,Senior,Female,Unemployed,1.79,8.78,6.0,5.45,0.41,0,24.19
36,Adult,Female,Student,2.75,8.15,10.0,4.46,1.17,2,0.0
53,Senior,Female,Unemployed,4.91,8.62,4.0,5.82,1.16,1,0.0
52,Senior,Female,Health,3.07,0.57,3.0,4.5,1.39,4,12.77
30,Young Adult,Female,Health,1.21,11.02,5.0,8.18,1.92,6,0.0
32,Young Adult,Female,Finance,1.86,8.88,8.0,3.59,1.65,1,13.11
33,Young Adult,Female,Unemployed,0.0,6.19,10.0,7.33,1.37,0,20.73
21,Young Adult,Female,Finance,1.76,7.97,5.0,6.09,2.16,2,11.97
43,Adult,Female,Health,2.33,9.3,9.0,7.03,1.54,0,5.54
62,Senior,Female,IT,1.5,7.36,7.0,6.78,0.81,0,3.69
48,Adult,Female,Unemployed,5.14,7.87,8.0,8.99,0.77,1,12.08
41,Adult,Female,Finance,3.9,3.52,1.0,4.31,1.96,5,5.85
48,Adult,Female,IT,0.57,9.55,1.0,8.24,0.83,1,18.59
24,Young Adult,Female,Student,4.3,8.29,2.0,7.49,0.66,1,0.5
56,Senior,Female,Education,5.98,6.97,3.0,6.74,1.0,4,3.44
46,Adult,Female,Education,1.72,7.88,9.0,6.43,1.37,1,13.33
60,Senior,Female,Unemployed,2.2,7.59,8.0,3.97,1.64,1,11.95
22,Young Adult,Female,Health,5.86,5.51,8.0,7.51,1.56,3,22.21
46,Adult,Female,Health,2.43,9.99,1.0,5.95,0.27,0,13.61
40,Adult,Female,Finance,6.84,6.47,6.0,4.16,1.88,2,20.72
49,Adult,Female,Health,4.46,6.09,10.0,8.4,1.94,2,5.89
35,Young Adult,Female,Unemployed,4.82,5.05,2.0,6.52,1.72,1,0.0
54,Senior,Female,Finance,3.46,4.17,7.0,5.5,1.08,2,5.13
37,Adult,Female,Student,4.43,4.32,4.0,6.69,1.03,1,14.84
60,Senior,Female,Education,3.83,10.66,4.0,8.12,2.33,3,7.96
49,Adult,Female,Finance,1.91,4.64,8.0,5.03,0.11,0,0.0
49,Adult,Female,Finance,0.44,12.0,2.0,5.8,0.62,3,14.26
39,Adult,Female,Unemployed,1.81,2.13,8.0,5.01,1.14,2,18.37
23,Young Adult,Female,IT,2.25,8.02,3.0,6.02,0.3,3,8.51
52,Senior,Female,Education,3.11,9.85,6.0,9.21,0.62,3,1.38
39,Adult,Female,Education,0.44,7.05,2.0,7.52,1.7,2,6.9
65,Senior,Female,Student,5.38,7.67,10.0,4.87,1.69,1,6.96
59,Senior,Female,Unemployed,1.78,4.85,1.0,5.53,1.0,1,14.72
29,Young Adult,Female,IT,4.31,7.74,3.0,8.82,1.63,3,15.19
31,Young Adult,Female,Health,4.14,5.95,2.0,7.14,0.1,2,7.15
35,Young Adult,Female,Finance,3.71,9.53,7.0,7.74,1.26,3,3.27
58,Senior,Female,Education,3.65,3.55,8.0,8.28,0.2,5,13.53
40,Adult,Female,Unemployed,2.86,7.31,8.0,10.0,1.02,1,15.09
22,Young Adult,Female,Student,4.88,11.36,6.0,6.06,0.31,2,0.0
40,Adult,Female,Finance,1.54,8.06,6.0,5.06,1.47,2,11.18
51,Senior,Female,Unemployed,5.59,6.44,7.0,4.2,0.07,2,4.76
62,Senior,Female,Health,0.58,8.71,10.0,8.83,0.9,0,15.77
27,Young Adult,Female,Finance,5.23,7.61,2.0,6.02,1.32,1,10.72
59,Senior,Female,IT,9.91,9.93,4.0,8.06,1.86,2,0.0
47,Adult,Female,Unemployed,6.79,7.44,2.0,8.51,0.83,6,10.97
58,Senior,Female,IT,0.64,9.46,1.0,7.75,1.52,2,7.44
42,Adult,Female,Finance,1.47,6.18,6.0,7.7,1.84,2,17.39
52,Senior,Female,Health,1.95,5.0,3.0,5.04,1.95,1,12.27
51,Senior,Female,Unemployed,6.82,7.14,4.0,3.89,1.12,3,15.42
38,Adult,Female,Finance,0.0,4.1,4.0,6.44,1.44,3,5.56
38,Adult,Female,Student,3.39,5.86,8.0,6.01,1.96,2,19.78
39,Adult,Female,IT,1.67,4.42,6.0,6.33,0.92,6,10.71
59,Senior,Female,IT,5.91,8.92,6.0,5.98,0.56,2,25.5
33,Young Adult,Female,IT,5.04,6.84,9.0,7.39,0.0,0,0.0
23,Young Adult,Female,Unemployed,2.3,8.18,8.0,3.72,1.15,2,5.68
61,Senior,Female,Finance,1.18,7.07,8.0,7.41,0.21,1,8.22
60,Senior,Female,IT,0.98,6.25,7.0,5.47,0.0,1,4.82
64,Senior,Female,Finance,3.33,12.0,5.0,5.67,0.49,4,21.23
59,Senior,Female,Finance,3.93,6.68,2.0,5.36,0.0,3,9.79
21,Young Adult,Female,Student,0.22,7.48,2.0,5.82,1.67,2,8.18
43,Adult,Female,Finance,1.08,6.82,3.0,7.78,2.07,1,10.6
64,Senior,Female,IT,1.52,5.97,2.0,6.17,0.39,5,10.87
34,Young Adult,Female,Health,2.14,7.7,10.0,5.68,1.15,1,11.63
53,Senior,Female,Health,1.79,10.31,3.0,5.56,1.64,0,14.38
54,Senior,Female,Finance,0.0,6.87,1.0,9.67,0.71,2,14.76
33,Young Adult,Female,Education,0.0,7.07,10.0,5.45,0.5,4,0.74
31,Young Adult,Female,Unemployed,5.37,5.66,4.0,8.53,0.46,0,4.11
24,Young Adult,Female,Unemployed,1.19,4.3,5.0,3.83,1.19,0,0.2
32,Young Adult,Female,Student,2.22,8.01,10.0,6.63,0.52,2,6.74
53,Senior,Female,Education,3.6,11.11,10.0,6.51,0.44,1,11.19
64,Senior,Female,Student,4.04,7.06,5.0,5.03,1.4,2,14.55
36,Adult,Female,Finance,2.68,3.75,8.0,9.4,0.59,2,8.18
59,Senior,Female,Education,0.42,6.66,1.0,7.61,0.23,2,17.82
44,Adult,Female,Student,0.68,5.42,5.0,5.55,1.23,1,9.28
33,Young Adult,Female,Finance,1.46,5.59,9.0,5.94,1.06,6,24.23
62,Senior,Female,Health,0.0,8.6,6.0,9.27,1.12,2,10.25
60,Senior,Female,Education,6.51,7.91,9.0,6.1,1.32,1,0.0
39,Adult,Female,Student,3.71,4.2,4.0,5.43,2.14,0,28.28
56,Senior,Female,IT,5.65,6.81,7.0,3.89,0.5,2,16.41
36,Adult,Female,Unemployed,6.15,6.15,4.0,6.23,1.24,2,5.89
26,Young Adult,Female,Health,1.65,7.29,6.0,3.76,0.71,3,9.12
21,Young Adult,Female,IT,1.95,5.93,6.0,3.31,0.78,4,8.47
35,Young Adult,Female,Student,0.67,8.0,9.0,4.26,0.77,2,13.79
22,Young Adult,Female,Health,2.43,5.65,5.0,10.0,0.18,3,4.76
54,Senior,Female,IT,5.82,2.58,6.0,6.96,2.87,2,12.05
21,Young Adult,Female,Student,4.63,4.04,8.0,6.97,0.07,3,11.14
61,Senior,Female,Education,3.98,4.09,10.0,6.08,0.0,3,13.4
