age,age_group,gender,job_type,daily_social_media_time,work_hours_per_day,stress_level,sleep_hours,screen_time_before_sleep,coffee_consumption_per_day,weekly_offline_hours
37,Adult,Male,IT,3.72,7.83,6.0,5.17,1.83,3,22.14
30,Young Adult,Male,IT,0.0,9.17,4.0,7.47,0.0,3,14.09
59,Senior,Male,Unemployed,4.4,9.53,5.0,6.27,0.0,6,16.93
56,Senior,Male,Education,2.71,9.03,3.0,8.09,1.91,1,13.38
42,Adult,Male,Health,3.77,8.56,9.0,6.34,0.29,1,6.79
64,Senior,Male,Finance,1.67,4.49,3.0,6.73,1.91,2,11.92
40,Adult,Male,Finance,2.12,11.04,7.0,7.88,1.63,1,20.8
49,Adult,Male,IT,3.5,5.89,1.0,5.17,0.26,0,2.06
39,Adult,Male,Education,3.11,7.71,6.0,5.1,0.29,3,5.52
58,Senior,Male,IT,3.8,6.17,8.0,4.19,0.25,1,2.04
24,Young Adult,Male,Health,0.33,8.44,7.0,8.56,0.64,1,0.0
21,Young Adult,Male,Student,0.15,7.15,6.0,5.76,0.46,0,13.41
43,Adult,Male,Health,2.59,8.03,3.0,3.85,1.56,1,18.22
35,Young Adult,Male,Health,5.14,8.16,9.0,9.07,2.3,5,16.66
34,Young Adult,Male,Finance,1.27,8.91,8.0,8.29,0.98,1,9.53
60,Senior,Male,Education,3.39,3.58,9.0,4.11,0.48,2,14.84
31,Young Adult,Male,Unemployed,0.0,5.61,1.0,8.28,0.27,1,13.86
46,Adult,Male,Finance,5.28,5.44,2.0,8.92,1.36,3,6.44
37,Adult,Male,Student,0.0,6.06,10.0,5.03,1.18,4,16.93
47,Adult,Male,Student,3.66,8.27,6.0,6.55,1.69,4,15.68
40,Adult,Male,Education,2.81,9.25,5.0,7.12,1.39,4,13.38
63,Senior,Male,IT,5.35,8.0,1.0,7.87,1.17,0,11.77
57,Senior,Male,Finance,5.09,5.05,6.0,5.32,1.92,2,9.35
35,Young Adult,Male,IT,0.44,7.53,8.0,6.49,0.47,0,19.82
50,Adult,Male,Education,2.02,9.82,3.0,8.51,2.49,5,7.28
44,Adult,Male,Finance,4.67,6.57,2.0,4.62,2.33,1,16.51
54,Senior,Male,IT,1.63,6.73,1.0,6.89,0.0,6,10.89
42,Adult,Male,IT,3.66,3.94,3.0,7.18,1.07,1,3.94
27,Young Adult,Male,Health,1.05,8.2,3.0,8.51,0.0,5,13.91
41,Adult,Male,IT,2.99,8.62,3.0,6.51,1.78,3,20.21
28,Young Adult,Male,Finance,4.73,5.18,7.0,8.9,0.6,3,11.0
44,Adult,Male,Education,2.07,5.79,3.0,6.64,1.41,2,1.33
24,Young Adult,Male,Education,16.51,8.73,6.0,5.51,0.95,3,12.37
33,Young Adult,Male,IT,4.32,3.13,6.0,4.41,1.84,2,10.19
60,Senior,Male,IT,3.15,6.53,9.0,4.54,1.19,3,0.0
53,Senior,Male,Student,5.09,5.8,9.0,6.88,0.0,1,5.59
65,Senior,Male,Finance,4.15,8.99,1.0,8.31,1.07,2,10.78
23,Young Adult,Male,Education,2.88,6.78,8.0,6.0,1.04,1,18.9
42,Adult,Male,Student,1.72,7.65,10.0,5.73,0.0,1,25.93
26,Young Adult,Male,IT,4.34,6.24,7.0,8.74,1.28,1,14.13
45,Adult,Male,Student,2.78,6.94,2.0,8.16,0.2,2,12.89
37,Adult,Male,Unemployed,4.09,8.62,7.0,4.91,0.0,3,13.3
50,Adult,Male,Finance,2.5,6.31,8.0,4.18,0.42,0,14.28
43,Adult,Male,Health,0.53,4.73,1.0,7.45,1.41,4,19.19
24,Young Adult,Male,Unemployed,4.01,7.66,3.0,7.69,0.0,1,3.13
46,Adult,Male,Finance,3.15,8.57,8.0,5.59,0.01,3,18.64
34,Young Adult,Male,Unemployed,3.27,8.12,7.0,8.5,0.68,0,4.77
31,Young Adult,Male,Student,4.36,7.19,8.0,7.03,0.92,1,21.21
57,Senior,Male,Unemployed,3.04,8.45,5.0,4.62,0.7,0,23.54
65,Senior,Male,Health,1.06,8.17,10.0,8.15,1.19,0,6.0
41,Adult,Male,Unemployed,0.47,7.09,9.0,8.48,1.48,1,0.0
62,Senior,Male,Education,2.79,5.95,4.0,6.94,1.57,3,14.1
63,Senior,Male,Health,5.55,8.53,2.0,6.27,0.88,2,6.45
26,Young Adult,Male,Unemployed,2.51,5.77,1.0,9.22,0.54,1,0.0
60,Senior,Male,Student,2.73,7.21,5.0,5.97,2.3,1,25.07
28,Young Adult,Male,Finance,4.32,3.66,9.0,6.05,0.94,2,0.6
56,Senior,Male,IT,3.8,8.57,8.0,5.82,0.63,1,12.37
53,Senior,Male,Health,3.23,7.64,8.0,7.85,1.54,2,9.8
47,Adult,Male,Health,6.18,6.32,1.0,8.47,0.5,4,19.4
40,Adult,Male,Student,1.34,7.52,3.0,8.82,0.9,2,19.95
29,Young Adult,Male,Student,3.26,9.31,6.0,6.66,1.52,3,30.66
32,Young Adult,Male,IT,0.0,6.79,2.0,5.5,1.2,1,5.9
54,Senior,Male,Student,3.31,8.26,1.0,6.13,2.25,2,2.85
46,Adult,Male,Finance,4.6,6.61,7.0,3.77,1.06,0,10.17
43,Adult,Male,Health,3.13,7.06,5.0,7.53,1.32,2,7.19
61,Senior,Male,Finance,4.11,10.91,10.0,3.95,1.24,4,11.33
37,Adult,Male,Education,3.03,10.7,7.0,6.22,1.25,3,0.0
35,Young Adult,Male,Unemployed,5.77,4.88,2.0,8.65,0.62,4,21.46
52,Senior,Male,Student,1.88,10.73,4.0,7.73,2.85,2,7.24
29,Young Adult,Male,Student,1.2,8.67,4.0,8.01,0.4,2,8.56
31,Young Adult,Male,Education,1.83,6.88,6.0,7.05,0.54,0,23.38
28,Young Adult,Male,Student,3.74,7.11,6.0,7.02,0.92,1,0.0
42,Adult,Male,Student,0.0,12.0,9.0,5.89,0.95,1,25.27
39,Adult,Male,Finance,1.96,9.37,2.0,5.67,0.57,4,16.78
38,Adult,Male,Finance,0.99,9.14,10.0,5.65,0.6,1,7.49
49,Adult,Male,IT,3.71,6.36,6.0,7.6,1.59,2,15.15
30,Young Adult,Male,Health,2.99,4.15,3.0,7.32,0.42,1,18.72
22,Young Adult,Male,Student,1.49,7.19,6.0,7.35,1.45,2,0.0
31,Young Adult,Male,Student,3.93,5.91,8.0,7.23,2.12,1,19.2
25,Young Adult,Male,Student,3.45,9.75,4.0,4.79,1.27,2,19.32
26,Young Adult,Male,Education,3.25,9.59,9.0,7.26,1.02,0,10.28
52,Senior,Male,Education,2.47,9.99,8.0,6.67,1.05,1,4.46
38,Adult,Male,IT,3.71,7.78,3.0,6.11,0.75,2,13.58
35,Young Adult,Male,Finance,3.89,8.35,5.0,6.7,0.37,4,0.27
60,Senior,Male,Student,1.47,6.79,1.0,9.74,1.05,1,17.64
48,Adult,Male,Unemployed,3.17,8.7,10.0,5.4,0.92,3,13.03
31,Young Adult,Male,Health,4.96,4.63,6.0,8.1,1.22,1,6.12
29,Young Adult,Male,Education,4.29,10.76,5.0,6.65,1.07,3,10.97
53,Senior,Male,Education,4.18,3.23,10.0,6.88,1.16,2,0.0
62,Senior,Male,Unemployed,3.56,7.6,5.0,6.95,1.22,0,15.21
32,Young Adult,Male,Student,3.49,8.91,3.0,5.38,0.14,0,23.65
40,Adult,Male,Finance,2.43,5.38,5.0,6.71,1.58,1,1.54
24,Young Adult,Male,Student,0.0,10.46,2.0,9.52,1.48,3,2.15
45,Adult,Male,Health,3.74,9.14,10.0,6.41,1.94,1,19.36
34,Young Adult,Male,Student,7.61,8.92,1.0,7.38,2.0,2,13.44
44,Adult,Male,Student,3.65,5.08,2.0,7.89,0.82,1,5.8
35,Young Adult,Male,Unemployed,4.36,7.64,4.0,6.58,0.42,1,27.21
41,Adult,Male,Education,2.86,5.59,5.0,6.85,0.03,1,11.13
41,Adult,Male,Finance,14.73,6.11,4.0,7.38,1.11,2,0.0
57,Senior,Male,Education,7.0,9.23,3.0,5.01,1.03,1,16.56
64,Senior,Male,Unemployed,2.3,4.59,9.0,7.72,1.05,2,21.41
32,Young Adult,Male,IT,3.79,8.87,4.0,7.03,2.17,1,3.35
28,Young Adult,Male,IT,4.4,7.89,1.0,4.92,0.84,1,5.67
39,Adult,Male,Unemployed,3.97,10.71,3.0,4.73,0.32,1,1.68
35,Young Adult,Male,Finance,1.04,7.63,5.0,5.49,2.05,0,5.59
29,Young Adult,Male,Education,2.67,5.8,8.0,6.4,1.5,2,16.01
60,Senior,Male,Health,2.65,8.42,6.0,7.85,0.0,2,11.37
40,Adult,Male,Unemployed,3.47,8.06,9.0,5.82,2.3,3,8.53
28,Young Adult,Male,Health,3.37,6.37,6.0,7.49,1.26,1,3.5
39,Adult,Male,Unemployed,2.15,6.88,3.0,6.41,0.47,5,3.73
45,Adult,Male,Unemployed,6.23,4.33,9.0,5.52,1.41,7,10.25
25,Young Adult,Male,Student,1.84,4.88,9.0,5.31,0.56,1,14.82
62,Senior,Male,Education,2.52,6.64,10.0,7.85,0.77,2,4.21
25,Young Adult,Male,Health,5.25,3.16,2.0,4.38,0.18,1,18.28
53,Senior,Male,Student,1.61,9.99,4.0,8.39,1.21,4,6.6
50,Adult,Male,Education,2.66,6.14,8.0,7.61,0.0,1,11.09
25,Young Adult,Male,Student,3.19,6.57,1.0,7.72,1.76,3,17.53
64,Senior,Male,Student,3.58,7.33,4.0,4.85,1.3,3,11.33
43,Adult,Male,Unemployed,4.45,3.18,2.0,5.48,0.61,2,5.47
54,Senior,Male,Health,2.75,5.25,4.0,9.07,1.11,2,16.09
56,Senior,Male,IT,4.51,3.76,8.0,6.9,0.39,1,23.15
45,Adult,Male,Unemployed,3.21,5.38,8.0,5.66,0.86,2,12.93
55,Senior,Male,Health,4.08,8.56,10.0,10.0,0.75,0,20.96
59,Senior,Male,IT,5.7,3.09,2.0,6.32,1.6,1,0.0
37,Adult,Male,Unemployed,4.72,5.17,8.0,7.16,0.0,2,0.0
57,Senior,Male,Health,4.84,4.31,5.0,7.77,0.77,2,13.23
40,Adult,Male,Unemployed,5.73,9.0,7.0,6.92,1.86,1,13.58
24,Young Adult,Male,Health,1.26,8.61,3.0,7.59,0.11,1,1.74
24,Young Adult,Male,IT,4.16,8.56,5.0,8.95,0.91,5,11.6
63,Senior,Male,Education,3.0,5.99,8.0,10.0,0.76,1,17.72
51,Senior,Male,IT,4.53,6.86,7.0,5.13,1.57,3,8.24
59,Senior,Male,Student,5.07,8.54,3.0,6.04,0.0,2,4.57
26,Young Adult,Male,Unemployed,6.1,6.81,1.0,5.75,1.51,0,0.95
35,Young Adult,Male,Finance,5.36,4.08,6.0,6.98,0.0,4,8.29
62,Senior,Male,Finance,4.06,7.19,3.0,6.0,0.21,0,20.29
61,Senior,Male,Student,2.01,6.73,8.0,6.44,1.02,1,13.01
36,Adult,Male,Unemployed,8.76,4.37,7.0,5.53,1.81,0,14.98
21,Young Adult,Male,Health,2.64,7.17,6.0,7.32,2.51,0,21.22
38,Adult,Male,IT,2.63,4.8,6.0,5.9,0.0,4,2.73
36,Adult,Male,IT,2.98,9.61,9.0,7.59,1.71,4,2.9
47,Adult,Male,Finance,2.5,7.96,10.0,5.39,1.18,2,5.69
39,Adult,Male,Student,6.6,6.08,10.0,7.37,1.31,2,13.89
54,Senior,Male,Finance,1.69,8.34,7.0,9.33,1.74,2,9.66
58,Senior,Male,Unemployed,1.95,8.21,4.0,4.59,0.66,3,9.74
35,Young Adult,Male,Unemployed,5.57,6.5,2.0,7.67,1.19,2,11.68
23,Young Adult,Male,Student,0.29,7.64,8.0,3.0,2.14,1,9.35
60,Senior,Male,IT,0.29,8.14,9.0,7.31,1.81,5,0.0
57,Senior,Male,Education,2.73,8.88,5.0,6.23,0.18,5,17.43
61,Senior,Male,Education,4.73,4.29,8.0,7.39,1.27,3,0.0
46,Adult,Male,Education,3.09,11.26,4.0,4.17,1.77,3,7.08
25,Young Adult,Male,Education,5.75,6.91,8.0,7.37,0.46,0,17.17
64,Senior,Male,Finance,0.71,6.96,6.0,8.13,1.17,2,0.0
61,Senior,Male,Unemployed,3.1,8.58,5.0,7.65,1.21,3,3.94
62,Senior,Male,Education,3.11,7.36,8.0,9.23,1.69,4,17.4
49,Adult,Male,IT,2.28,3.41,9.0,7.17,1.15,1,26.9
44,Adult,Male,Student,2.94,8.53,6.0,6.15,0.81,3,1.02
34,Young Adult,Male,IT,2.6,8.95,9.0,8.75,1.48,5,5.57
59,Senior,Male,Health,6.17,8.0,10.0,4.72,1.69,2,0.18
26,Young Adult,Male,Unemployed,2.39,8.13,3.0,6.8,0.63,2,4.45
63,Senior,Male,Education,1.81,6.56,1.0,5.99,1.78,0,8.93
39,Adult,Male,Health,6.55,7.69,10.0,5.02,2.67,1,10.64
65,Senior,Male,Finance,5.92,6.52,10.0,9.03,0.06,3,4.06
56,Senior,Male,Unemployed,6.22,7.74,2.0,8.11,0.93,3,14.38
60,Senior,Male,Unemployed,0.0,6.77,5.0,7.14,0.43,1,4.51
63,Senior,Male,Unemployed,3.64,6.68,7.0,6.56,2.2,2,0.0
55,Senior,Male,IT,3.55,10.63,3.0,9.31,1.9,3,16.94
54,Senior,Male,Finance,0.0,9.06,4.0,7.39,1.78,2,6.53
50,Adult,Male,Education,3.98,8.42,9.0,6.22,1.03,0,9.17
64,Senior,Male,Unemployed,4.21,6.79,5.0,4.87,0.6,2,11.49
63,Senior,Male,Student,3.22,2.57,4.0,5.85,0.17,1,14.32
33,Young Adult,Male,Education,0.68,8.3,1.0,4.86,0.0,0,8.59
46,Adult,Male,Unemployed,2.55,9.8,5.0,4.34,1.05,3,9.08
38,Adult,Male,IT,4.67,5.67,5.0,3.7,1.62,5,24.33
23,Young Adult,Male,Finance,2.67,5.16,3.0,7.56,0.04,3,1.5
64,Senior,Male,Student,5.33,4.15,6.0,7.97,0.67,3,13.37
25,Young Adult,Male,Education,2.73,7.85,5.0,7.33,0.01,2,2.32
29,Young Adult,Male,IT,5.2,5.95,10.0,5.67,1.76,0,0.0
42,Adult,Male,Education,7.94,6.85,3.0,5.47,0.72,3,11.92
53,Senior,Male,Unemployed,6.31,5.94,2.0,8.06,1.07,2,11.79
56,Senior,Male,Unemployed,3.97,9.44,5.0,6.34,1.94,2,9.24
43,Adult,Male,Student,4.52,5.16,9.0,6.21,1.06,2,19.21
31,Young Adult,Male,Education,0.55,9.24,1.0,5.67,0.28,2,6.45
29,Young Adult,Male,Finance,1.74,5.11,5.0,8.45,0.24,7,8.48
30,Young Adult,Male,IT,0.0,5.76,7.0,5.12,1.02,4,14.66
55,Senior,Male,Health,2.69,10.54,2.0,6.7,0.36,2,13.36
60,Senior,Male,Education,1.42,6.0,6.0,5.86,0.46,3,12.99
46,Adult,Male,Finance,4.56,9.95,4.0,6.8,1.41,3,12.58
56,Senior,Male,IT,3.01,7.9,4.0,5.99,1.97,3,28.27
29,Young Adult,Male,Unemployed,4.2,8.18,1.0,5.32,1.81,1,0.0
56,Senior,Male,Student,5.1,7.91,3.0,5.82,1.61,1,2.05
57,Senior,Male,Health,2.79,8.9,2.0,7.11,0.0,0,0.0
58,Senior,Male,Health,5.17,7.53,4.0,5.41,0.53,3,0.0
51,Senior,Male,Education,1.93,5.3,6.0,5.08,0.96,3,4.19
34,Young Adult,Male,Finance,0.0,7.54,4.0,5.25,1.53,1,19.78
46,Adult,Male,IT,0.31,5.02,8.0,8.3,2.14,1,4.23
45,Adult,Male,Student,6.17,4.81,8.0,6.32,0.0,1,1.03
57,Senior,Male,Education,6.44,7.48,9.0,7.54,0.82,2,24.64
59,Senior,Male,Unemployed,1.16,7.01,8.0,4.37,1.35,1,13.92
29,Young Adult,Male,Student,5.36,4.78,1.0,6.15,1.11,1,8.52
26,Young Adult,Male,Unemployed,3.28,6.1,8.0,6.9,1.52,2,1.77
40,Adult,Male,Education,4.12,6.59,8.0,8.27,2.47,1,24.23
49,Adult,Male,Health,4.02,6.11,6.0,4.89,0.0,1,6.42
31,Young Adult,Male,Unemployed,0.83,6.8,10.0,4.16,1.58,3,1.51
38,Adult,Male,Student,0.0,6.76,8.0,6.51,1.53,4,2.49
62,Senior,Male,Education,0.93,4.41,3.0,5.75,1.97,2,25.09
64,Senior,Male,Health,4.48,10.34,4.0,5.81,1.8,0,22.74
56,Senior,Male,Finance,1.48,6.12,7.0,6.27,0.41,3,6.14
54,Senior,Male,IT,4.59,8.57,5.0,6.39,1.18,0,19.93
63,Senior,Male,IT,3.67,7.03,1.0,4.64,0.71,2,1.51
34,Young Adult,Male,Education,4.78,4.93,7.0,7.19,1.21,4,0.0
44,Adult,Male,Student,6.77,2.6,1.0,6.42,1.55,2,0.0
40,Adult,Male,Health,3.76,9.98,6.0,6.17,0.7,1,11.24
37,Adult,Male,IT,1.59,5.45,3.0,7.03,1.85,2,22.87
33,Young Adult,Male,Education,6.2,5.99,1.0,5.57,2.03,4,7.71
33,Young Adult,Male,IT,3.21,8.74,1.0,5.13,0.0,4,10.22
55,Senior,Male,Student,2.0,8.97,9.0,6.43,1.18,2,0.0
58,Senior,Male,Unemployed,3.08,7.78,2.0,6.78,1.17,1,10.82
43,Adult,Male,Unemployed,3.41,8.04,7.0,3.0,1.26,2,5.3
32,Young Adult,Male,Student,2.36,5.6,6.0,6.16,1.46,4,6.42
56,Senior,Male,Health,2.56,9.93,8.0,3.69,0.69,0,21.61
56,Senior,Male,Unemployed,1.8,7.89,1.0,9.22,1.15,2,17.76
35,Young Adult,Male,Unemployed,4.9,6.99,4.0,7.19,0.58,3,14.02
32,Young Adult,Male,Health,2.65,8.65,8.0,5.65,1.23,2,4.23
49,Adult,Male,Student,0.0,8.91,6.0,5.5,0.85,2,26.13
52,Senior,Male,IT,1.97,2.43,1.0,7.77,2.44,1,13.19
35,Young Adult,Male,Unemployed,2.65,7.03,10.0,5.29,0.44,2,11.58
42,Adult,Male,Student,2.89,5.0,3.0,7.2,0.85,3,0.0
43,Adult,Male,IT,0.0,6.78,1.0,4.28,0.0,2,16.43
39,Adult,Male,Unemployed,6.89,10.21,1.0,4.88,1.03,2,4.52
27,Young Adult,Male,Finance,3.7,6.27,9.0,9.98,0.63,3,11.95
29,Young Adult,Male,Unemployed,4.59,5.66,4.0,5.2,0.4,4,11.75
23,Young Adult,Male,Student,4.42,6.12,4.0,4.86,1.02,3,16.1
33,Young Adult,Male,Unemployed,3.62,9.95,10.0,6.74,1.66,2,2.46
63,Senior,Male,Unemployed,0.0,9.64,5.0,6.26,1.3,4,13.66
25,Young Adult,Male,IT,6.34,7.41,1.0,5.73,0.17,3,16.7
31,Young Adult,Male,IT,4.35,6.93,10.0,5.05,1.09,2,14.08
56,Senior,Male,Health,1.6,5.92,8.0,7.29,0.5,0,0.0
54,Senior,Male,Health,0.96,6.36,7.0,6.62,0.49,0,8.21
24,Young Adult,Male,Unemployed,7.19,6.87,10.0,4.83,0.91,1,19.72
42,Adult,Male,Health,4.75,8.01,1.0,6.93,1.07,3,8.58
37,Adult,Male,Education,0.54,6.94,9.0,6.2,0.51,3,29.78
61,Senior,Male,Health,6.21,9.14,1.0,6.25,1.61,8,12.3
47,Adult,Male,Education,1.08,7.14,9.0,9.05,0.0,2,0.0
52,Senior,Male,Education,7.99,9.84,10.0,4.7,1.32,1,0.0
37,Adult,Male,Finance,1.88,5.98,5.0,8.21,1.85,3,0.0
62,Senior,Male,Finance,3.61,7.61,2.0,6.03,0.0,3,8.82
55,Senior,Male,Education,0.55,10.49,8.0,5.99,1.93,0,10.55
58,Senior,Male,Student,4.44,12.0,5.0,8.05,1.87,3,5.02
51,Senior,Male,IT,3.7,6.66,7.0,5.07,1.36,1,0.87
36,Adult,Male,Unemployed,5.88,9.01,4.0,7.43,0.0,5,17.35
64,Senior,Male,Student,0.31,3.13,3.0,4.64,0.9,0,2.64
35,Young Adult,Male,Education,0.83,7.03,2.0,5.74,0.56,2,8.38
60,Senior,Male,Education,4.66,4.93,9.0,7.15,0.02,1,8.95
27,Young Adult,Male,IT,0.0,3.43,7.0,4.84,1.27,1,5.4
24,Young Adult,Male,IT,6.67,7.45,3.0,3.64,1.22,3,13.11
59,Senior,Male,Health,2.39,5.63,4.0,5.62,1.5,1,12.2
34,Young Adult,Male,Unemployed,3.7,9.69,1.0,6.42,0.0,4,6.13
46,Adult,Male,IT,3.32,6.99,2.0,7.18,1.97,0,23.12
24,Young Adult,Male,IT,6.56,10.21,1.0,7.62,1.97,2,9.35
41,Adult,Male,Student,4.85,8.9,1.0,6.94,1.65,0,0.0
52,Senior,Male,Education,3.35,7.07,5.0,5.6,2.2,3,4.39
56,Senior,Male,Student,2.41,6.52,5.0,6.84,1.01,2,1.9
50,Adult,Male,Finance,1.9,9.74,5.0,5.99,0.48,1,11.43
24,Young Adult,Male,Finance,5.56,6.7,7.0,8.08,0.11,5,6.57
48,Adult,Male,Unemployed,0.92,2.03,7.0,9.16,2.06,2,18.21
56,Senior,Male,Education,1.25,9.01,1.0,4.39,0.23,3,12.15
33,Young Adult,Male,Student,2.63,3.78,2.0,6.36,0.09,1,21.07
56,Senior,Male,Student,0.6,7.86,7.0,6.78,0.89,0,0.0
34,Young Adult,Male,Education,1.43,9.43,3.0,9.26,0.47,2,8.84
38,Adult,Male,Finance,5.82,5.91,1.0,6.19,0.95,0,4.72
36,Adult,Male,Unemployed,4.27,6.19,7.0,7.24,0.67,2,11.36
30,Young Adult,Male,Education,1.79,4.88,10.0,6.81,1.42,2,23.0
54,Senior,Male,IT,2.98,5.26,8.0,6.58,0.49,1,10.47
41,Adult,Male,Finance,5.39,5.69,6.0,6.99,0.0,0,0.0
36,Adult,Male,Student,3.89,6.86,1.0,5.94,1.4,1,11.14
23,Young Adult,Male,Education,1.46,3.78,6.0,4.52,1.5,1,16.78
47,Adult,Male,Education,5.82,8.34,7.0,3.0,1.7,2,12.01
23,Young Adult,Male,Health,5.87,7.08,1.0,6.6,0.12,2,4.97
27,Young Adult,Male,Education,1.96,5.39,6.0,5.11,1.44,4,13.42
28,Young Adult,Male,Health,0.0,8.68,9.0,5.43,0.14,2,24.23
31,Young Adult,Male,Education,3.55,8.12,9.0,8.86,0.45,5,17.34
48,Adult,Male,Health,4.33,6.85,4.0,9.16,1.36,2,0.6
44,Adult,Male,Health,2.11,5.97,6.0,7.11,1.2,2,28.42
34,Young Adult,Male,Student,1.13,6.52,6.0,4.42,1.54,1,16.8
54,Senior,Male,Finance,5.53,11.67,1.0,7.23,0.79,1,18.7
39,Adult,Male,IT,3.12,3.65,10.0,7.01,2.04,3,0.0
21,Young Adult,Male,Health,3.14,12.0,2.0,7.34,0.74,3,23.25
53,Senior,Male,Student,2.87,6.74,2.0,8.25,0.35,3,9.0
43,Adult,Male,Finance,0.7,9.99,9.0,6.31,0.27,2,10.38
37,Adult,Male,IT,15.61,6.45,6.0,5.95,2.13,0,7.18
34,Young Adult,Male,Education,0.49,9.52,9.0,6.31,1.99,3,0.0
33,Young Adult,Male,Education,2.8,8.03,2.0,6.62,1.03,0,11.61
37,Adult,Male,Student,1.8,6.5,6.0,5.86,1.25,3,13.34
46,Adult,Male,Unemployed,2.99,7.79,7.0,4.69,0.53,0,10.52
41,Adult,Male,Finance,0.0,2.65,10.0,3.0,1.22,6,0.0
36,Adult,Male,Health,4.57,6.53,7.0,5.37,1.61,0,8.68
50,Adult,Male,Finance,4.8,3.03,1.0,7.02,0.13,5,11.03
39,Adult,Male,Education,0.0,7.75,2.0,6.52,0.0,1,14.92
35,Young Adult,Male,Finance,7.98,9.67,1.0,7.84,1.69,1,12.63
39,Adult,Male,Health,3.38,7.42,8.0,6.46,1.13,3,4.79
63,Senior,Male,Finance,1.62,6.99,10.0,6.81,0.64,1,11.3
22,Young Adult,Male,Health,5.63,3.73,6.0,5.61,1.74,0,9.47
43,Adult,Male,IT,2.58,9.22,4.0,5.64,0.0,1,8.24
30,Young Adult,Male,Finance,1.34,12.0,9.0,5.76,2.0,1,0.0
64,Senior,Male,Education,2.81,7.95,7.0,6.38,2.4,1,5.26
65,Senior,Male,Finance,4.22,9.85,9.0,6.12,0.12,2,0.0
31,Young Adult,Male,IT,3.03,7.16,3.0,6.92,0.27,1,0.0
45,Adult,Male,Student,4.46,8.02,3.0,7.24,1.35,1,0.0
61,Senior,Male,Health,2.41,6.28,3.0,9.3,1.33,0,21.4
46,Adult,Male,Unemployed,2.18,7.66,9.0,10.0,1.77,3,0.0
38,Adult,Male,Education,1.82,6.62,1.0,4.94,1.58,2,0.0
51,Senior,Male,IT,4.89,6.98,9.0,6.49,0.0,4,13.17
23,Young Adult,Male,IT,2.69,7.77,6.0,7.15,1.2,2,6.89
53,Senior,Male,Unemployed,2.69,6.73,10.0,7.72,1.4,0,11.96
29,Young Adult,Male,Student,6.85,7.08,5.0,5.6,1.08,1,0.0
60,Senior,Male,Finance,4.12,7.12,2.0,5.32,0.94,0,8.37
40,Adult,Male,Education,1.47,6.32,7.0,5.55,1.0,0,9.38
44,Adult,Male,Education,1.84,7.4,4.0,6.43,0.72,3,0.0
62,Senior,Male,IT,4.21,7.19,4.0,6.61,3.0,1,14.23
54,Senior,Male,Health,2.49,6.79,10.0,6.68,1.35,1,6.93
23,Young Adult,Male,Unemployed,1.98,5.68,9.0,7.71,1.43,3,8.44
39,Adult,Male,IT,6.46,7.82,5.0,7.6,1.24,6,8.49
58,Senior,Male,Unemployed,0.0,8.23,10.0,3.14,1.69,1,8.53
41,Adult,Male,Finance,1.45,8.07,2.0,7.46,1.81,3,17.96
41,Adult,Male,Unemployed,3.95,7.63,7.0,6.39,0.98,0,16.46
65,Senior,Male,Finance,3.24,6.62,9.0,5.16,1.15,3,0.0
52,Senior,Male,Finance,3.87,9.47,9.0,9.07,0.92,4,10.14
55,Senior,Male,Health,5.48,6.87,2.0,5.11,0.18,4,20.32
28,Young Adult,Male,Student,1.4,9.12,8.0,8.08,1.13,1,0.0
56,Senior,Male,Student,5.4,6.79,3.0,7.93,2.3,0,20.24
53,Senior,Male,Student,0.0,12.0,9.0,8.37,1.63,2,13.05
48,Adult,Male,Student,4.14,9.05,6.0,6.57,1.33,3,7.42
50,Adult,Male,IT,6.06,8.68,2.0,6.65,1.6,0,4.49
35,Young Adult,Male,Education,12.33,4.0,2.0,7.4,1.45,0,18.54
26,Young Adult,Male,Unemployed,2.81,8.75,3.0,7.85,2.1,2,16.57
58,Senior,Male,Education,0.0,9.81,2.0,5.89,1.54,6,1.15
55,Senior,Male,Unemployed,4.59,6.22,4.0,8.16,0.64,3,10.97
62,Senior,Male,Unemployed,8.84,6.62,7.0,5.68,1.35,1,25.46
45,Adult,Male,Unemployed,4.32,4.84,7.0,5.62,0.83,3,19.63
27,Young Adult,Male,Health,4.87,9.17,5.0,4.95,0.85,4,19.63
55,Senior,Male,Health,2.76,11.23,5.0,6.49,2.1,1,24.21
64,Senior,Male,Health,3.37,6.27,6.0,6.29,2.8,0,6.95
24,Young Adult,Male,Unemployed,4.57,4.92,2.0,8.73,1.18,2,19.43
58,Senior,Male,Unemployed,2.53,4.41,3.0,7.29,0.33,3,0.0
37,Adult,Male,Student,2.93,4.69,4.0,7.51,0.26,3,16.14
60,Senior,Male,Student,2.96,6.55,10.0,5.24,1.23,0,16.88
47,Adult,Male,Education,3.77,6.26,10.0,6.51,1.07,2,23.58
59,Senior,Male,Health,1.03,6.98,6.0,8.46,1.63,2,13.59
28,Young Adult,Male,Education,3.9,5.34,10.0,4.43,0.72,2,21.94
51,Senior,Male,Finance,3.64,8.36,1.0,9.26,2.54,4,10.05
38,Adult,Male,Education,1.12,10.86,5.0,8.97,0.21,3,10.13
37,Adult,Male,Education,4.78,4.61,3.0,6.47,1.69,1,13.76
21,Young Adult,Male,Student,3.49,7.3,9.0,7.08,0.23,3,4.39
47,Adult,Male,IT,2.94,8.41,7.0,6.12,2.18,3,17.9
